"student_id","age","gender","residency","socioeconomic_status","parental_education","family_income","distance_to_university","study_hours_weekly","attendance_rate","library_usage","extracurricular_activities","internet_access","device_ownership","previous_grade","math_score","science_score","english_score","study_group_participation","scholarship_status","campus_housing","part_time_job","commute_time","sleep_hours","stress_level","course_load","faculty","year_of_study","mobile_money_usage","health_status","academic_performance","study_hours_binned","income_binned","total_score"
2959,27,"Male","Urban","Low","Secondary",37042.3,52.8,17.6,0.82971424527932,9.2,"Both","Yes","Both",76,59.4,78.3,44,"Yes","Partial","Off-Campus","No",42.3,8.4,"Moderate",19.6,"Arts","1st",-1696.67,"Excellent","Excellent","Moderate","High",60.5666666666667
2960,22,"Other","Urban","Middle","Primary",27335.68,25.4,19.1,0.623289416311309,10.1,"Sports","Yes","Both",95.3,60.3,60,70.2,"No","None","On-Campus","Yes",19,9,"Moderate",14.2,"Business","2nd",4448.37,"Good","Good","Moderate","Medium-High",63.5
2961,26,"Female","Rural","Middle","None",28133.28,52.2,19.8,0.987004434806295,6.6,"None","Yes","Both",82.2,59.3,71.2,64.5,"No","Partial","On-Campus","No",32.3,6.1,"High",13.9,"Business","4th",3940.04,"Excellent","Excellent","Moderate","Medium-High",65
2962,18,"Female","Rural","Low","None",30070.88,70.5,25,0.990183864952996,6.9,"None","Yes","Both",50.9,44.1,41.5,58.7,"No","None","Off-Campus","No",44,8.9,"Moderate",14.7,"Education","2nd",3159.07,"Good","Excellent","High","Medium-High",48.1
2963,29,"Female","Urban","Middle","Tertiary",32197.75,83,13.1,0.98348810034804,7.5,"Sports","Yes","None",96.2,67.3,51.5,47.5,"No","None","On-Campus","Yes",4.4,5.2,"Low",13,"Engineering","4th",4961.84,"Fair","Good","Moderate","Medium-High",55.4333333333333
2964,27,"Female","Urban","Low","Primary",24246.56,53.3,16.2,0.90080768475309,1.4,"None","Yes","Smartphone",88.5,47.2,48.3,47.1,"No","None","On-Campus","No",52.1,7.5,"Low",12.7,"Arts","2nd",3273.65,"Fair","Good","Moderate","Medium-Low",47.5333333333333
2965,22,"Other","Urban","Middle","Tertiary",10689.85,68,11.2,0.59696375427302,3.4,"Both","Yes","Both",63.7,58.1,56.5,88.9,"No","None","Off-Campus","No",26.8,7.3,"Moderate",10.9,"Business","1st",2300.7,"Good","Good","Moderate","Low",67.8333333333333
2966,26,"Male","Urban","Low","Secondary",9944.52,98.7,8.8,0.735245701507665,5,"Both","Yes","None",53.5,52.4,70.8,63.5,"Yes","None","Off-Campus","Yes",42.3,7.5,"Low",15.6,"Sciences","1st",1761.9,"Good","Average","Low","Low",62.2333333333333
2967,17,"Male","Rural","Low","Primary",-2922.87,77.5,18.5,0.79414951975923,8.6,"Sports","Yes","None",41.3,54.1,79.2,57.4,"No","None","On-Campus","No",39.1,4.3,"High",19.6,"Engineering","4th",1074.58,"Fair","Good","Moderate","Low",63.5666666666667
2968,18,"Female","Rural","Low","Secondary",7627.64,68.4,13.6,0.937669158331119,0.6,"None","Yes","None",58.7,84,59.8,61.9,"No","None","On-Campus","No",35.1,8.2,"Moderate",9.4,"Engineering","4th",-539.98,"Excellent","Excellent","Moderate","Low",68.5666666666667
2969,27,"Female","Rural","Middle","Secondary",-10865.72,96.3,18.5,0.619158964138478,0.7,"Both","Yes","Both",66.7,66.5,44.1,70.4,"Yes","None","On-Campus","No",13.1,5.1,"Moderate",13.4,"Arts","4th",5317.19,"Good","Excellent","Moderate","Low",60.3333333333333
2970,24,"Female","Urban","Middle","Primary",21182.59,29.7,14.9,0.683484639041126,5.1,"Both","Yes","None",97.1,63.5,63.2,55.8,"Yes","None","Off-Campus","No",21.5,4.4,"Low",12.6,"Engineering","2nd",4472.41,"Excellent","Average","Moderate","Medium-Low",60.8333333333333
2971,18,"Male","Urban","Low","Secondary",28626.22,75,8.7,0.926525726099499,3.7,"None","Yes","Both",84,74.8,60.1,50,"No","Full","Off-Campus","No",26.3,7.4,"Low",14.6,"Sciences","2nd",2456.15,"Fair","Good","Low","Medium-High",61.6333333333333
2972,25,"Male","Urban","Low","Primary",28220.64,83.3,13.9,0.876905745477416,6.8,"Clubs","Yes","Laptop",50,91,55.1,64.1,"No","None","Off-Campus","No",18,5.7,"Moderate",12.6,"Engineering","3rd",2604.35,"Excellent","Excellent","Moderate","Medium-High",70.0666666666667
2973,29,"Male","Urban","Low","Tertiary",14671.11,41.4,12.4,NA,7.5,"Both","No","None",67.2,97.6,53.2,89,"Yes","None","Off-Campus","Yes",21.8,7.1,"High",19.8,"Arts","4th",2508.09,"Good",NA,"Moderate","Low",79.9333333333333
2974,20,"Female","Rural","Middle","Tertiary",10424.28,47.5,6.5,0.798327164258808,3.4,"Clubs","Yes","Smartphone",88.8,67,51.9,82.5,"No","Full","Off-Campus","Yes",11.4,3.5,"Low",16,"Sciences","4th",-262.7,"Excellent","Excellent","Low","Low",67.1333333333333
2975,29,"Male","Rural","Low","Secondary",40563.5,1.9,16,0.907305175904185,6.1,"Both","Yes","Both",76.6,48.6,61.2,63.1,"Yes","Partial","On-Campus","No",61,7.5,"Low",14.9,"Education","2nd",2337.23,"Excellent","Excellent","Moderate","High",57.6333333333333
2976,18,"Female","Urban","Low","Secondary",28526.98,53.9,9.5,0.795196567196399,10,"Sports","Yes","Smartphone",40.7,58.6,55.4,77.4,"Yes","Partial","Off-Campus","No",37.5,5.8,"Low",15.8,"Sciences","2nd",2458.26,"Good","Excellent","Low","Medium-High",63.8
2977,18,"Female","Rural","Middle","Secondary",25892.15,31.9,17,0.754532940336503,7.4,"Both","Yes","Laptop",83.8,50.6,70.9,53.3,"Yes","None","Off-Campus","No",28.7,8.2,"Moderate",15.5,"Business","3rd",830.8,"Good","Good","Moderate","Medium-High",58.2666666666667
2978,25,"Male","Urban","Low","None",27426.25,51.4,16.3,0.757461044355296,4.9,"None","Yes","Smartphone",58.1,66.3,43.5,75.7,"No","None","Off-Campus","No",-2.5,5.5,"Moderate",18.5,"Arts","3rd",2239.71,"Excellent","Good","Moderate","Medium-High",61.8333333333333
2979,19,"Male","Urban","Low","Primary",14055.29,60.7,23.5,0.897260409430601,4.4,"Both","Yes","Smartphone",61.5,86.6,49,70,"No","None","Off-Campus","Yes",49.1,6.7,"High",10.8,"Education","4th",6121.47,"Excellent","Excellent","High","Low",68.5333333333333
2980,28,"Female","Rural","Middle","Secondary",19413.52,53.7,9.5,0.92854262678884,9.1,"Both","Yes","Smartphone",88.5,32.6,65.5,69.9,"Yes","Partial","On-Campus","No",37.1,8.1,"Moderate",16.3,"Sciences","4th",1319.36,"Good","Good","Low","Medium-Low",56
2981,22,"Female","Urban","High","Tertiary",34948.42,59.9,10.3,0.855335984844714,-1.5,"None","Yes","Both",56.2,64.9,42.9,48.8,"No","None","Off-Campus","No",10.2,5.4,"Moderate",19.5,"Education","3rd",304.09,"Good","Poor","Moderate","Medium-High",52.2
2982,21,"Male","Urban","Middle","None",4100.47,49.7,20.2,0.959889704012312,4.4,"Both","Yes","Laptop",40.7,64.9,69.2,58.1,"No","None","Off-Campus","No",40.2,6.3,"Moderate",12.7,"Education","4th",-786.83,"Fair","Excellent","High","Low",64.0666666666667
2983,18,"Male","Rural","Low","Tertiary",53057.06,86.3,13.7,0.554759667720646,7.1,"Sports","No","Laptop",81.2,74.6,76.4,50.9,"No","Full","On-Campus","No",7.2,9,"High",13.1,"Engineering","3rd",2881.77,"Excellent","Average","Moderate","High",67.3
2984,21,"Female","Urban","Middle","Tertiary",42035.89,54.4,15.4,0.821173081058078,4.3,"Clubs","Yes","Smartphone",93,55.5,59.6,94.1,"Yes","Partial","Off-Campus","No",2,7,"Moderate",13.8,"Arts","3rd",3131.59,"Fair","Excellent","Moderate","High",69.7333333333333
2985,17,"Male","Urban","Middle","Tertiary",9903.15,6.3,14.7,0.775584546267055,0.1,"Clubs","Yes","Laptop",84,38.4,68.6,33.3,"Yes","None","Off-Campus","No",52.5,8.1,"Low",10.3,"Education","3rd",1958.01,"Fair","Good","Moderate","Low",46.7666666666667
2986,28,"Male","Urban","Low","Tertiary",54171.26,96.9,19.2,NA,1.2,"Sports","No","Smartphone",44.4,73.3,60.7,45.2,"Yes","None","Off-Campus","No",47.9,6.3,"Low",14,"Sciences","3rd",3487.13,"Excellent",NA,"Moderate","High",59.7333333333333
2987,25,"Male","Urban","Low","Tertiary",35893.06,71.4,14.6,0.60938688821625,5.4,"Both","Yes","Smartphone",65,38.5,82,81,"No","Partial","Off-Campus","Yes",15.1,6.5,"Low",14.2,"Sciences","1st",1020.46,"Fair","Average","Moderate","High",67.1666666666667
2988,29,"Female","Rural","Low","Tertiary",50109.67,36.9,14.8,0.647376039531082,4.4,"None","Yes","None",94.7,38,34.7,29.9,"No","None","Off-Campus","No",18.1,7.1,"Low",16.5,"Sciences","1st",5579.02,"Excellent","Poor","Moderate","High",34.2
2989,24,"Male","Urban","Low","Secondary",38739.57,18.1,20.9,0.723815782810561,5.2,"Both","No","None",51.7,62.4,53.8,60,"No","None","On-Campus","No",23.8,6.2,"Moderate",8.3,"Arts","2nd",1090.93,"Fair","Excellent","High","High",58.7333333333333
2990,21,"Male","Urban","Low","Primary",-6312.85,47.1,17.1,0.516097886604257,7.1,"Sports","Yes","None",66.2,81.9,45.8,45,"Yes","None","On-Campus","Yes",32.3,5.8,"Low",14.6,"Engineering","1st",1084.05,"Fair","Good","Moderate","Low",57.5666666666667
2991,30,"Male","Urban","High","None",16326.43,47.9,7.2,0.911108119529672,8.5,"Both","Yes","Smartphone",47.4,55.5,40.4,46.9,"Yes","None","On-Campus","No",17.5,7.2,"High",18.3,"Business","3rd",3432.97,"Good","Poor","Low","Medium-Low",47.6
2992,29,"Male","Urban","High","Secondary",34833.88,74.3,12.5,0.833731559920125,5.3,"Sports","No","Both",65.9,75.4,78.8,65.1,"No","None","Off-Campus","Yes",63.8,9,"Moderate",18.5,"Sciences","3rd",2706.84,"Good","Average","Moderate","Medium-High",73.1
2993,17,"Male","Urban","Middle","Secondary",11045.54,83.6,22.4,0.534683909732848,2.3,"Sports","Yes","None",86.9,60.9,78.8,48.8,"Yes","None","Off-Campus","No",47,8.6,"Moderate",13.4,"Sciences","2nd",2825.9,"Good","Excellent","High","Low",62.8333333333333
2994,20,"Male","Urban","Low","None",48802.82,93.1,16.5,0.667721059406176,5.8,"Clubs","Yes","None",81.5,61.3,63.1,72.9,"Yes","None","On-Campus","Yes",39.3,8.3,"Moderate",17.3,"Engineering","3rd",4699.31,"Good","Good","Moderate","High",65.7666666666667
2995,22,"Female","Urban","Middle","Tertiary",-6254.56,34.4,16.7,0.812775555532426,11.7,"Sports","Yes","None",91.4,NA,70,59.3,"No","None","Off-Campus","No",46.6,7,"Low",12.6,"Education","4th",2250.52,"Fair",NA,"Moderate","Low",64.65
2996,23,"Female","Urban","Middle","Secondary",32821.13,0.6,10.9,0.574976516887546,11.6,"None","Yes","Smartphone",88.1,41.4,63.3,70,"Yes","None","On-Campus","No",14.2,8,"Low",17.8,"Business","2nd",1645.93,"Excellent","Average","Moderate","Medium-High",58.2333333333333
2997,22,"Female","Urban","Low","None",NA,49,11.6,0.780233408790082,7.7,"None","Yes","None",92.5,69.6,97,55.5,"Yes","None","On-Campus","Yes",3.4,4.7,"Moderate",11.2,"Business","3rd",3224.68,"Fair","Good","Moderate",NA,74.0333333333333
2998,28,"Female","Urban","Middle","Secondary",40239.32,27.9,21.7,0.938016893924214,7.2,"Clubs","Yes","Smartphone",40.8,61.3,39.1,50.4,"No","Full","Off-Campus","Yes",29.9,8.6,"Moderate",14.1,"Engineering","4th",2121.15,"Good","Excellent","High","High",50.2666666666667
2999,18,"Male","Urban","Low","None",21816.23,62.1,21.2,0.939176384825259,5.1,"Both","Yes","None",64.5,51.9,74.8,58.6,"Yes","None","On-Campus","No",47.2,6,"Low",9.8,"Education","3rd",3004.23,"Good","Excellent","High","Medium-Low",61.7666666666667
3000,26,"Male","Rural","Low","Tertiary",11807.93,79.1,16.6,NA,3.2,"None","No","Smartphone",40.6,67.4,94.9,77.1,"No","None","Off-Campus","No",6.7,8.4,"Low",19.1,"Education","4th",9.58,"Good",NA,"Moderate","Low",79.8
3001,19,"Male","Rural","Low","Tertiary",29558.32,25.3,8.1,0.882528124260716,4.2,"Both","Yes","None",68.1,41.1,57.9,59.3,"Yes","Partial","On-Campus","No",15.7,6.3,"Low",16.8,"Sciences","3rd",-782.63,"Fair","Good","Low","Medium-High",52.7666666666667
3002,23,"Other","Rural","Middle","Secondary",26435.84,26.8,16.3,0.848270410322584,5.9,"None","Yes","Both",99,NA,89.4,81.5,"Yes","None","Off-Campus","Yes",22.3,9,"Low",19.7,"Education","2nd",3267.74,"Good",NA,"Moderate","Medium-High",85.45
3003,27,"Female","Urban","Low","Secondary",24505.88,86.6,7.5,0.759570560767315,11.9,"Clubs","Yes","Smartphone",99.2,39.9,47.3,82.8,"Yes","None","On-Campus","Yes",28.4,5.9,"Moderate",14.2,"Sciences","1st",4239.91,"Good","Good","Low","Medium-Low",56.6666666666667
3004,28,"Female","Urban","Middle","None",10705.18,84.7,14.1,0.970207811915316,9.5,"None","No","Smartphone",75.4,42,81.3,63.1,"No","None","On-Campus","No",63.5,7.9,"High",9.8,"Education","3rd",2273.27,"Good","Average","Moderate","Low",62.1333333333333
3005,23,"Female","Rural","Middle","Tertiary",18676.54,97.1,29.1,0.85163849836681,5,"Sports","No","None",73.5,70.6,68.7,61.9,"Yes","None","Off-Campus","No",37.7,7.7,"High",11.8,"Engineering","2nd",7247.63,"Good","Excellent","High","Medium-Low",67.0666666666667
3006,18,"Female","Urban","Low","None",15621.76,69,8.1,0.950741861946881,4.5,"Both","Yes","Smartphone",72.3,51.8,59.1,79.2,"No","Partial","Off-Campus","Yes",45.7,6.1,"Low",15.5,"Education","2nd",1265.92,"Good","Good","Low","Medium-Low",63.3666666666667
3007,21,"Male","Rural","Middle","Tertiary",44879.17,53.6,19.4,0.841858589556068,1.4,"Both","Yes","Both",70,43.1,65.2,44.4,"Yes","Partial","On-Campus","No",4.6,8.4,"High",15.9,"Arts","1st",820.74,"Good","Average","Moderate","High",50.9
3008,28,"Male","Rural","Middle","Secondary",17527.12,97,17.1,0.783833037363365,6.3,"Sports","Yes","Both",42.6,51.9,53.8,57.6,"No","None","Off-Campus","No",20,7.6,"Low",14.7,"Sciences","2nd",2851.82,"Excellent","Good","Moderate","Medium-Low",54.4333333333333
3009,19,"Male","Urban","Low","Secondary",NA,48,23.3,0.779218803625554,7.6,"None","Yes","Laptop",84.4,75.2,64.3,70,"No","None","On-Campus","Yes",52.6,7.2,"Low",15.6,"Sciences","4th",1747.03,"Fair","Excellent","High",NA,69.8333333333333
3010,20,"Male","Urban","Middle","Primary",40824.51,14.4,15.1,0.907499626744539,3.6,"None","No","Smartphone",65.2,36.9,63.1,38.6,"Yes","None","Off-Campus","No",19.2,5.1,"High",17.1,"Sciences","3rd",4754.17,"Excellent","Poor","Moderate","High",46.2
3011,26,"Female","Urban","Middle","Primary",40334.54,30.4,25,0.822375892894343,8.4,"Both","Yes","None",81.7,64.7,54.7,37.3,"Yes","Partial","On-Campus","Yes",43.2,6.1,"High",16.9,"Arts","1st",3804.72,"Fair","Excellent","High","High",52.2333333333333
3012,27,"Male","Urban","Middle","Tertiary",NA,41.4,16.4,0.777636714745313,2.3,"Both","Yes","Laptop",64.2,45.4,48.1,47.3,"No","None","Off-Campus","Yes",28.3,4.3,"Moderate",12.9,"Engineering","1st",66.12,"Good","Excellent","Moderate",NA,46.9333333333333
3013,27,"Female","Urban","Low","Primary",2241.7,41.5,22.4,0.645861070486717,8.9,"None","Yes","Laptop",82.5,50.7,89.2,43,"Yes","None","On-Campus","Yes",36.5,6.2,"Moderate",16.4,"Sciences","3rd",2802.32,"Good","Good","High","Low",60.9666666666667
3014,29,"Male","Urban","Middle","Primary",29115.27,48.2,17.7,0.7418752288213,7.6,"None","Yes","Both",84.5,70.4,52.1,65.5,"Yes","None","Off-Campus","Yes",28.5,7.7,"Low",13.2,"Arts","2nd",4019.52,"Excellent","Excellent","Moderate","Medium-High",62.6666666666667
3015,27,"Female","Urban","Low","Secondary",-2735.09,18.8,18.9,0.521123117767274,2.9,"None","Yes","Laptop",64,90.2,64.7,59.8,"Yes","None","On-Campus","No",6,6.5,"Low",10.8,"Education","1st",1399.7,"Excellent","Excellent","Moderate","Low",71.5666666666667
3016,18,"Female","Urban","Low","Primary",41268.44,93.6,5.9,0.9903684258461,2.1,"Sports","Yes","Smartphone",65.9,44.7,65.6,18.7,"Yes","None","Off-Campus","No",12.9,9.6,"Moderate",13.5,"Arts","4th",1643,"Fair","Average","Low","High",43
3017,26,"Male","Rural","Middle","Secondary",NA,79,11,0.534973821253516,2.6,"None","Yes","None",84.1,53.5,56.4,54.8,"Yes","None","Off-Campus","Yes",10.4,7.5,"Low",15.6,"Arts","2nd",5534.62,"Good","Poor","Moderate",NA,54.9
3018,25,"Male","Urban","Low","Secondary",31856.86,11.7,21.1,0.610365234781057,5.2,"Clubs","No","Both",43.3,69,54,88.2,"No","Full","On-Campus","Yes",3.9,5.8,"High",17.9,"Education","4th",2258.27,"Fair","Average","High","Medium-High",70.4
3019,28,"Male","Urban","Middle","Tertiary",26327.81,22.5,19.5,0.840899113332853,1.8,"Sports","Yes","Both",98.8,66.4,54.7,39.4,"No","None","Off-Campus","Yes",32.4,3.6,"Low",14.7,"Arts","1st",-52.8,"Excellent","Excellent","Moderate","Medium-High",53.5
3020,28,"Male","Urban","High","None",28208.45,50.8,16.8,0.579893683316186,2.5,"None","Yes","None",75.8,60.9,37,71.6,"No","None","Off-Campus","No",9.1,7.1,"High",18.8,"Sciences","1st",3349.81,"Fair","Average","Moderate","Medium-High",56.5
3021,27,"Female","Rural","Low","Tertiary",NA,15.4,21.8,0.881215037545189,0.1,"Clubs","Yes","Laptop",60.1,58.4,68.1,45,"Yes","None","Off-Campus","Yes",7,6.1,"Moderate",14.9,"Arts","4th",2152.62,"Fair","Excellent","High",NA,57.1666666666667
3022,21,"Other","Rural","Low","Tertiary",41432.5,5,20.2,0.534929633373395,4.3,"Clubs","No","Smartphone",59.6,49.5,50.7,55,"No","None","On-Campus","No",43.7,6.5,"Moderate",23.3,"Business","2nd",5111.98,"Fair","Average","High","High",51.7333333333333
3023,22,"Male","Urban","Low","None",26226.51,96.6,7.3,0.863382478826679,11.4,"Sports","Yes","Both",81.4,70.6,72.7,46.1,"Yes","None","On-Campus","No",16.5,4.8,"Low",13.7,"Engineering","1st",4249.32,"Excellent","Good","Low","Medium-High",63.1333333333333
3024,24,"Male","Urban","Middle","Secondary",10961.12,87.4,11.6,0.549610362271778,5.2,"Sports","No","Smartphone",66.4,75.8,57.7,62.3,"No","None","On-Campus","Yes",24.3,6.7,"High",11.9,"Arts","1st",6509.78,"Good","Poor","Moderate","Low",65.2666666666667
3025,27,"Male","Rural","Low","Primary",9797.32,36.8,15.4,0.571854497306049,9.8,"Both","No","Laptop",73.8,82,65.3,38.1,"Yes","Partial","On-Campus","No",34.3,8.3,"High",15.3,"Arts","4th",2746.4,"Fair","Poor","Moderate","Low",61.8
3026,24,"Male","Urban","Low","Tertiary",28917.22,84.9,21.3,0.583774027065374,6.7,"Clubs","Yes","Laptop",74.8,44.5,44.6,37.9,"Yes","None","Off-Campus","Yes",44.9,6.3,"Moderate",17.8,"Education","1st",1632.99,"Excellent","Good","High","Medium-High",42.3333333333333
3027,20,"Female","Rural","Middle","Tertiary",50246.5,40.8,21.4,0.732201144564897,6.2,"Both","Yes","Both",85.9,50,87.5,60.6,"No","None","Off-Campus","Yes",11.3,8.2,"High",20.2,"Engineering","4th",1778.22,"Excellent","Good","High","High",66.0333333333333
3028,17,"Female","Urban","Low","Secondary",2570.95,34.6,10.3,0.648759740986861,4,"Clubs","No","Both",93.7,85.9,19.8,62.9,"Yes","None","Off-Campus","Yes",5.3,6.7,"Moderate",19.8,"Engineering","3rd",210.76,"Excellent","Poor","Moderate","Low",56.2
3029,23,"Female","Urban","Middle","Tertiary",17705.94,10.7,14.4,0.542205362115055,6.2,"Clubs","Yes","Laptop",52.1,58.5,51.8,80.4,"Yes","None","On-Campus","No",31.9,7.4,"Low",12.3,"Engineering","4th",5813.41,"Fair","Good","Moderate","Medium-Low",63.5666666666667
3030,20,"Female","Urban","Low","Tertiary",25047.08,76.8,19.8,0.681059347349219,3.1,"Clubs","Yes","Both",44,41.2,56.4,66.3,"Yes","None","Off-Campus","Yes",45.6,5.7,"Low",9.5,"Sciences","1st",1698.52,"Excellent","Good","Moderate","Medium-Low",54.6333333333333
3031,29,"Female","Rural","Middle","Tertiary",NA,70.2,7.9,0.905078503768891,5.9,"Sports","Yes","Laptop",85.5,55.4,59.9,47.1,"No","None","On-Campus","Yes",15,7.7,"Moderate",15.2,"Education","3rd",3804.77,"Excellent","Good","Low",NA,54.1333333333333
3032,29,"Male","Rural","Low","Tertiary",21274.68,67.2,9.9,0.655934997135773,3.3,"Sports","Yes","Smartphone",40.2,29,40.9,46.1,"No","Full","Off-Campus","Yes",29.8,7.9,"High",15.5,"Engineering","1st",3440.86,"Excellent","Poor","Low","Medium-Low",38.6666666666667
3033,23,"Male","Rural","Low","Secondary",206.07,29.5,11.4,0.707040213281289,8.2,"None","Yes","Laptop",99.5,54.3,70.5,74.1,"No","None","Off-Campus","No",28.3,8.5,"Low",14.2,"Education","3rd",2440.31,"Fair","Average","Moderate","Low",66.3
3034,20,"Male","Urban","Low","Tertiary",29120.7,37.8,8,0.600776237202808,-0.3,"Both","Yes","Laptop",96,45.8,68.3,32.8,"No","None","Off-Campus","Yes",23.5,5.5,"Moderate",14.5,"Engineering","4th",5407.65,"Good","Poor","Low","Medium-High",48.9666666666667
3035,26,"Female","Rural","Middle","Primary",48711.68,9.4,12,0.520831731148064,-1.1,"Both","Yes","Smartphone",57,91.9,54.3,60,"No","Partial","On-Campus","Yes",35.7,6.4,"Moderate",14.5,"Business","4th",4000.03,"Excellent","Good","Moderate","High",68.7333333333333
3036,28,"Male","Urban","Low","Primary",14483.03,73.7,9.7,0.772070249309763,1.5,"Clubs","Yes","None",91.3,30.5,38.3,77.3,"Yes","Full","Off-Campus","Yes",57.4,7.8,"High",20.7,"Sciences","2nd",2054.32,"Fair","Poor","Low","Low",48.7
3037,24,"Male","Rural","Middle","Secondary",NA,51.1,22.2,0.70771859830711,1.4,"Sports","Yes","Laptop",96.7,41.7,53.4,70.2,"Yes","None","On-Campus","No",67.5,9.1,"Moderate",15.6,"Arts","3rd",1306.76,"Good","Excellent","High",NA,55.1
3038,27,"Female","Urban","Middle","None",26743.95,5.1,14.2,0.656927576172166,6.2,"None","Yes","None",89.9,52.1,47.7,71.3,"No","None","Off-Campus","No",50.2,6.1,"Low",14.5,"Business","1st",335.39,"Fair","Average","Moderate","Medium-High",57.0333333333333
3039,28,"Female","Rural","High","Tertiary",-1707.65,14.1,5,0.565780168632045,3.6,"Sports","No","Laptop",51.8,66.5,81,71.8,"No","None","Off-Campus","Yes",37.6,5,"High",17.8,"Education","3rd",2876.95,"Good","Poor","Low","Low",73.1
3040,22,"Female","Urban","Middle","Tertiary",5040.19,95.1,12.5,0.988850929541513,2.4,"None","No","Laptop",93.4,71.5,68.9,46.7,"No","Full","Off-Campus","No",8.5,7.6,"Low",16.1,"Business","3rd",5639.34,"Fair","Excellent","Moderate","Low",62.3666666666667
3041,25,"Female","Urban","Middle","Secondary",42145.87,28.4,15.3,0.609423689660616,6.9,"Both","Yes","Smartphone",79.8,83.5,65.1,34.9,"Yes","None","Off-Campus","No",40.2,9.5,"Moderate",16.7,"Education","1st",707.64,"Fair","Good","Moderate","High",61.1666666666667
3042,22,"Female","Rural","Middle","Secondary",15282.15,85.4,18.7,0.672954012057744,8.8,"Sports","Yes","None",44.2,45.6,56.7,67.4,"No","Partial","On-Campus","No",44.1,5.8,"Moderate",14.6,"Business","4th",648.99,"Good","Good","Moderate","Medium-Low",56.5666666666667
3043,26,"Female","Urban","High","Tertiary",21120.33,96.9,12.6,0.934859003289603,2.5,"Both","Yes","None",54.3,36.6,36.9,58.2,"Yes","None","Off-Campus","Yes",18.4,3.6,"High",16.5,"Engineering","1st",2696.07,"Good","Poor","Moderate","Medium-Low",43.9
3044,17,"Male","Urban","Low","Secondary",9184.15,92.9,18.9,0.863253399846144,2.9,"Sports","No","Laptop",95.5,78.7,80.8,46.5,"No","None","On-Campus","No",-3.6,9.7,"Low",16.7,"Education","4th",4114.68,"Good","Excellent","Moderate","Low",68.6666666666667
3045,18,"Male","Urban","Middle","Primary",46621.3,9.3,15.4,0.81448187364731,10.1,"None","No","Smartphone",78,55.2,61.3,68.7,"No","Full","On-Campus","No",44.1,5.6,"High",5.7,"Business","3rd",6589.92,"Good","Average","Moderate","High",61.7333333333333
3046,17,"Female","Rural","Low","None",8923.42,56.9,16.1,0.563140827929601,2.6,"Sports","Yes","Smartphone",45.3,NA,73.1,81.6,"Yes","Full","On-Campus","Yes",38.8,7.6,"Moderate",14.5,"Sciences","4th",4450.22,"Good",NA,"Moderate","Low",77.35
3047,24,"Female","Urban","Middle","Tertiary",11486.08,60.2,18.3,0.785407506278716,8.3,"None","Yes","Both",78.3,70,67.5,40.5,"No","Full","Off-Campus","Yes",29.9,6,"Low",11.2,"Education","1st",799.34,"Fair","Good","Moderate","Low",59.3333333333333
3048,20,"Female","Rural","High","Secondary",11994.92,49.4,16.3,0.598285594140179,1.4,"Clubs","Yes","Laptop",46.4,51.2,83.1,34.3,"Yes","None","On-Campus","Yes",40.2,5.8,"Moderate",16.8,"Education","3rd",4038.08,"Good","Average","Moderate","Low",56.2
3049,20,"Male","Rural","Middle","None",32093.75,68.6,22.4,0.677928058896214,6.3,"None","No","Laptop",61.8,67,51.8,57.1,"Yes","None","On-Campus","No",51.7,7.5,"Moderate",22.1,"Engineering","3rd",2572.56,"Excellent","Good","High","Medium-High",58.6333333333333
3050,24,"Male","Rural","Low","Secondary",40467.77,47.6,18,0.61802712676581,4.3,"None","Yes","None",97.7,64.4,81.5,2.8,"No","None","Off-Campus","No",21.4,7.1,"High",17.6,"Engineering","3rd",2607.75,"Fair","Average","Moderate","High",49.5666666666667
3051,21,"Male","Rural","Low","None",35223.27,51.6,10,0.594038905459456,6.8,"None","Yes","Smartphone",64.2,51.7,45.4,68.2,"Yes","None","Off-Campus","No",20.9,7.4,"High",20.4,"Engineering","1st",7970.87,"Good","Poor","Moderate","Medium-High",55.1
3052,30,"Male","Urban","Middle","Tertiary",13643.84,9.8,19.3,0.509523195563816,5.5,"Both","Yes","Smartphone",60.7,61.4,49.3,56,"No","None","On-Campus","No",37.1,7.6,"High",17.2,"Business","3rd",2955.59,"Fair","Average","Moderate","Low",55.5666666666667
3053,27,"Female","Rural","Middle","Tertiary",35121.74,49.1,9.4,0.695774260559119,5.6,"None","Yes","Smartphone",44.3,64.7,72.9,81,"No","None","Off-Campus","No",44.6,5.8,"Moderate",11.3,"Engineering","3rd",4734.3,"Good","Average","Low","Medium-High",72.8666666666667
3054,21,"Male","Urban","Low","Tertiary",33053.26,37.4,14.5,0.87519474059809,7.7,"Sports","Yes","Smartphone",65,50.6,76.1,43,"Yes","Full","On-Campus","No",16.7,7.6,"Moderate",14.1,"Business","4th",2038.53,"Fair","Excellent","Moderate","Medium-High",56.5666666666667
3055,22,"Male","Urban","Middle","Primary",29258.27,83.4,10.6,0.575604239711538,9.1,"None","Yes","Both",54.1,67.6,52.6,60.9,"Yes","Partial","Off-Campus","No",34.9,5.3,"Moderate",20.2,"Engineering","2nd",518.93,"Good","Average","Moderate","Medium-High",60.3666666666667
